#column labels
#number   mjd start   mjd stop   mjd midpoint   flux(crab)   flux error(crab)
329	52230.5146	52230.5285	52230.5215	 0.76	0.23
330	52231.5104	52231.5299	52231.5201	 0.24	0.18
331	52257.4951	52257.5146	52257.5049	 0.47	0.19
332	52260.5257	52260.5451	52260.5354	 0.15	0.18
333	52261.4799	52261.4993	52261.4896	 0.16	0.17
334	52262.5174	52262.5368	52262.5271	 0.03	0.14
335	52263.5313	52263.5417	52263.5365	 0.22	0.27
336	52264.4292	52264.4486	52264.4389	-0.13	0.20
337	52282.3563	52282.3757	52282.3660	 0.32	0.19
338	52283.3813	52283.4403	52283.4109	 0.07	0.17
339	52285.3688	52285.4285	52285.3988	 0.04	0.18
340	52286.4660	52286.5056	52286.4858	-0.09	0.18
341	52287.4153	52287.4549	52287.4351	-0.28	0.17
342	52288.4493	52288.4889	52288.4691	 0.17	0.17
343	52293.3854	52293.5201	52293.4549	-0.17	0.18
344	52294.3701	52294.4694	52294.4196	 1.09	0.19
345	52295.3174	52295.3958	52295.3568	 0.09	0.16
346	52296.3986	52296.4576	52296.4282	 0.29	0.17
347	52297.4368	52297.4563	52297.4465	 0.48	0.17
348	52298.4313	52298.4708	52298.4510	 0.80	0.19
349	52312.2736	52312.4042	52312.3389	 0.33	0.17
350	52313.2910	52313.3306	52313.3108	 0.01	0.16
351	52314.3264	52314.3458	52314.3361	 0.17	0.17
352	52315.3306	52315.3500	52315.3403	 0.10	0.19
353	52316.4278	52316.4472	52316.4375	-0.25	0.19
354	52318.2875	52318.3271	52318.3073	 0.19	0.16
355	52319.2986	52319.3181	52319.3083	 0.29	0.18
356	52339.2910	52339.3104	52339.3007	 0.23	0.19
357	52342.2979	52342.3174	52342.3076	 0.15	0.16
358	52345.2521	52345.2715	52345.2618	 0.07	0.14
359	52353.3403	52353.3597	52353.3500	 0.17	0.16
360	52354.3382	52354.3576	52354.3479	 0.11	0.15
361	52368.1993	52368.3146	52368.2569	 1.04	0.17
362	52369.1833	52369.2028	52369.1931	 0.30	0.16
363	52370.2021	52370.2215	52370.2118	 0.61	0.17
364	52372.2458	52372.2653	52372.2556	 0.77	0.15
365	52373.2146	52373.2340	52373.2243	 0.93	0.17
366	52375.2028	52375.2222	52375.2125	 0.10	0.16
367	52376.2028	52376.2222	52376.2125	 0.68	0.16
368	52377.1868	52377.2063	52377.1965	 0.37	0.16
369	52382.2819	52382.3014	52382.2917	-0.07	0.17
370	52398.1854	52398.2049	52398.1951	 0.20	0.15
371	52399.1556	52399.1750	52399.1653	 0.20	0.14
372	52400.1854	52400.2049	52400.1951	 0.27	0.17
373	52404.1569	52404.1764	52404.1667	 0.07	0.13
374	52592.4986	52592.5257	52592.5120	 0.90	0.26
375	52612.4875	52612.5271	52612.5073	 0.03	0.13
376	52613.4715	52613.5111	52613.4913	 0.90	0.16
377	52615.4576	52615.4771	52615.4674	 0.27	0.15
378	52616.4972	52616.5375	52616.5174	 0.15	0.13
379	52617.4340	52617.5236	52617.4639	 0.67	0.24
380	52618.4590	52618.4861	52618.4724	 0.13	0.24
381	52619.4653	52619.5042	52619.4847	-0.04	0.24
382	52620.4569	52620.4958	52620.4764	 0.37	0.17
383	52621.4500	52621.4694	52621.4597	 0.55	0.17
384	52622.4979	52622.5174	52622.5076	 0.33	0.14
385	52624.4951	52624.5146	52624.5049	 1.17	0.20
386	52639.4715	52639.4910	52639.4813	 0.81	0.16
387	52640.4389	52640.4951	52640.4670	 1.17	0.16
388	52641.4215	52641.4875	52641.4545	 0.17	0.23
389	52642.4097	52642.4403	52642.4260	 0.63	0.14
390	52645.3792	52645.4667	52645.4225	 1.69	0.17
391	52646.3965	52646.4160	52646.4063	 1.06	0.14
392	52649.4229	52649.5042	52649.4612	 1.10	0.16
393	52650.4160	52650.5056	52650.4608	 0.40	0.12
394	52651.4882	52651.5500	52651.5191	 1.76	0.19
395	52652.4500	52652.4889	52652.4694	 1.40	0.16
396	52653.4507	52653.5444	52653.4996	 1.29	0.16
397	52665.3604	52665.3674	52665.3639	-0.08	0.21
398	52666.3278	52666.3347	52666.3313	 1.17	0.27
399	52667.3701	52667.3771	52667.3736	 0.33	0.22
400	52668.3979	52668.4049	52668.4014	 0.92	0.24
401	52669.4382	52669.4451	52669.4417	 0.33	0.20
402	52670.4694	52670.4764	52670.4729	 0.50	0.23
403	52671.4847	52671.4917	52671.4882	 0.21	0.22
404	52673.4104	52673.4174	52673.4139	-0.33	0.21
405	52676.4215	52676.4917	52676.4586	 1.64	0.17
406	52677.2979	52677.3174	52677.3076	 0.46	0.15
407	52680.4236	52680.4306	52680.4271	 0.17	0.22
408	52705.3667	52705.3861	52705.3764	 0.81	0.16
409	52706.4160	52706.4354	52706.4257	 0.17	0.14
410	52709.4090	52709.4285	52709.4188	 0.52	0.14
411	52720.1639	52720.1833	52720.1736	 0.45	0.16
412	52721.2201	52721.2396	52721.2299	 0.29	0.13
413	52722.2771	52722.2965	52722.2868	 0.33	0.12
414	52724.3083	52724.3486	52724.3285	 0.73	0.15
415	52725.1757	52725.2667	52725.2212	 0.58	0.14
416	52728.2153	52728.2826	52728.2550	 1.18	0.17
417	52729.2660	52729.3153	52729.2918	 0.40	0.17
418	52730.3507	52730.3701	52730.3604	 0.85	0.17
419	52732.3264	52732.3458	52732.3361	 0.36	0.16
420	52733.3257	52733.3653	52733.3455	 0.36	0.16
421	52734.3111	52734.3306	52734.3208	 0.22	0.13
422	52736.2938	52736.3132	52736.3035	 0.09	0.12
423	52750.1771	52750.2410	52750.2083	 0.69	0.13
424	52751.1597	52751.1993	52751.1795	 0.34	0.13
425	52752.2736	52752.2931	52752.2833	 0.49	0.14
426	52753.2625	52753.2694	52753.2660	 0.93	0.26
427	52754.1861	52754.2264	52754.2063	 0.09	0.14
428	52755.1493	52755.2111	52755.1803	 0.10	0.14
429	52756.1465	52756.2056	52756.1762	 0.52	0.15
430	52757.1750	52757.2146	52757.1948	 0.42	0.14
431	52758.1813	52758.2208	52758.2010	 0.33	0.12
432	52760.1986	52760.2181	52760.2083	 0.09	0.12
433	52761.1521	52761.2382	52761.1951	 0.17	0.13
434	52762.1451	52762.2153	52762.1819	 0.05	0.15
435	52972.4882	52972.5076	52972.2083	 0.63	0.18
436	52998.4681	52998.5486	52998.5087	 1.08	0.20
437	53007.4750	53007.5319	53007.5035	 1.29	0.21
438	53022.3938	53022.4132	53022.4035	 0.43	0.17
439	53023.3389	53023.4188	53023.3786	 0.47	0.20
440	53031.3882	53031.4076	53031.3979	 0.82	0.19
441	53032.4986	53032.5181	53032.5083	 1.63	0.21
442	53033.5007	53033.5201	53033.5104	 2.26	0.22
443	53034.4667	53034.5063	53034.4865	 0.50	0.19
444	53050.2958	53050.3347	53050.3153	 0.04	0.11
445	53051.3111	53051.3819	53051.3465	 0.65	0.17
446	53052.2910	53052.3826	53052.3513	 0.91	0.17
447	53053.2799	53053.4583	53053.3406	 0.73	0.20
448	53057.3340	53057.3924	53057.3632	 0.52	0.14
449	53061.3313	53061.3708	53061.3510	 0.94	0.17
450	53062.3299	53062.4153	53062.3726	 1.25	0.18
451	53075.2264	53075.2458	53075.2361	 0.19	0.14
452	53079.2771	53079.2965	53079.2868	 2.56	0.21
453	53080.2590	53080.2986	53080.2788	 1.92	0.19
454	53081.2563	53081.3736	53081.3148	 0.99	0.17
455	53082.3361	53082.3750	53082.3556	 1.07	0.19
456	53083.2458	53083.3056	53083.2757	 1.17	0.17
457	53084.2424	53084.3403	53084.2915	 0.32	0.13
458	53085.2500	53085.3375	53085.2906	 1.33	0.18
459	53086.2125	53086.3292	53086.2689	 1.32	0.20
460	53087.3438	53087.3840	53087.3639	 1.25	0.25
461	53090.3007	53090.3597	53090.3301	 0.75	0.17
462	53091.3201	53091.3590	53091.3396	 2.09	0.20
463	53092.3576	53092.3771	53092.3674	 1.07	0.18
464	53104.1806	53104.2472	53104.2153	 2.37	0.20
465	53107.1597	53107.3222	53107.2412	 2.34	0.20
466	53108.1833	53108.2632	53108.2234	 3.52	0.20
467	53109.1889	53109.2875	53109.2333	 2.73	0.19
468	53110.2014	53110.3014	53110.2516	 2.38	0.21
